date,net_pnl,transaction_cost,portfolio_value,leaders_pnl,stock_dip_pnl,index_dip_pnl,weight_leaders,weight_stock_dip,weight_index_dip,invested_weight,cash_weight,n_leaders,n_dips,top_holding,in_regime,daily_return
2016-11-23,0.0,0.0,100727.24970577285,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0,0,,False,0.0
2016-11-25,27.416235630313494,0.0,100754.66594140316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,,False,0.00027218290691344293
2016-11-28,-27.416235630306655,0.0,100727.24970577285,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0,0,,False,-0.0002721088435373442
2016-11-29,21.43782049079383,6.295453106610803,100748.68752626365,0.0,27.733273597404633,0.0,0.0,0.0625,0.0,0.0625,0.9375,0,1,AVGO,True,0.00021283039647577304
2016-11-30,-295.0161942566889,6.296792970391478,100453.67133200695,0.0,-288.7194012862974,-0.0,0.0,0.125,0.0,0.125,0.875,0,2,AVGO,True,-0.002928238585537729
2016-12-01,-1229.784624156247,44.8266340600707,99223.8867078507,0.0,-867.5999094705473,-340.0691736871159,0.0,0.25,0.19624186916887587,0.44624186916887587,0.5537581308311241,0,8,MSFT,True,-0.012242306407017381
2016-12-02,204.59806071794108,6.201492919240669,99428.48476856864,0.0,180.2961527531446,37.978034816449174,0.0,0.25,0.19624186916887587,0.44624186916887587,0.5537581308311241,0,8,MSFT,True,0.0020619839386089383
2016-12-05,573.9761927314721,24.85712119214216,100002.46096130011,0.0,446.9042573081624,151.92905661545188,0.0,0.25,0.19624186916887587,0.44624186916887587,0.5537581308311241,0,4,MSFT,True,0.005772754096247856
2016-12-06,-31.019508099313107,44.6252851008581,99971.4414532008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,,False,-0.00031018744740009274
2016-12-07,0.0,0.0,99971.4414532008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,,False,0.0
2016-12-08,0.0,0.0,99971.4414532008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,,False,0.0
2016-12-09,0.0,0.0,99971.4414532008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,,False,0.0
2016-12-12,-13.599706360119866,0.0,99957.84174684067,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0,0,,False,-0.0001360359134812139
2016-12-13,13.599706360121939,0.0,99971.4414532008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,,False,0.00013605442176878313
2016-12-14,0.0,0.0,99971.4414532008,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0,0,,False,0.0
2016-12-15,0.0,0.0,99971.4414532008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,,False,0.0
2016-12-16,-45.27164320769485,6.24821509082505,99926.1698099931,0.0,-26.27370340425743,-0.0,0.0,0.0625,0.0,0.0625,0.9375,0,1,AMZN,True,-0.00045284575824474505
2016-12-19,177.600910264983,12.490771226249137,100103.77072025808,0.0,179.04542122311452,0.0,0.0,0.1875,0.0,0.1875,0.8125,0,3,QCOM,True,0.0017773213023443842
2016-12-20,8.314551580330612,0.0,100112.08527183841,0.0,19.378939243266608,0.0,0.0,0.1875,0.0,0.1875,0.8125,0,3,QCOM,True,8.305932454398533e-05
2016-12-21,98.84860439635571,6.257005329489901,100210.93387623476,0.0,93.18750433633441,-0.0,0.0,0.125,0.0,0.125,0.875,0,2,QCOM,True,0.0009873793371494369
