date,net_pnl,transaction_cost,portfolio_value,leaders_pnl,stock_dip_pnl,index_dip_pnl,weight_leaders,weight_stock_dip,weight_index_dip,invested_weight,cash_weight,n_leaders,n_dips,top_holding,in_regime,daily_return
2019-06-21,-760.5908387402535,11.895714559182574,146653.10716470447,-716.0338679765749,-32.661256204496,-0.0,0.47792620649755435,0.0625,0.0,0.5404262064975544,0.45957379350244565,3,1,MSFT,True,-0.005159566912991222
2019-06-24,730.0523379754615,50.46009487406475,147383.15950267995,432.64467515577746,343.23313636521164,0.0,0.5095041183101802,0.25,0.0,0.7595041183101802,0.24049588168981983,3,4,AMD,True,0.004978089807231617
2019-06-25,-2079.116982628173,28.358338669488422,145304.04252005176,-1380.8666013286372,-669.8920426300472,-0.0,0.5242411397957881,0.1875,0.0,0.7117411397957881,0.2882588602042119,3,3,MSFT,True,-0.014106882968473526
2019-06-26,2544.1708142327548,54.7444343711973,147848.21333428452,1869.0917088421234,623.5971901771721,103.468977698254,0.5243301367327441,0.24999999999999994,0.15345453785910396,0.9277846745918481,0.0722153254081519,3,7,AMD,True,0.017509291345983457
2019-06-27,1441.154111808033,10.058328951242542,149289.36744609254,899.1921521050085,465.117647464918,86.90264118934903,0.5141387849910131,0.24999999999999997,0.15345453785910396,0.917593322850117,0.08240667714988303,3,6,AMD,True,0.00974752470325486
2019-06-28,-117.71480131999915,12.702356320176422,149171.65264477255,-155.80868234173644,19.579096438162857,29.566803795551785,0.5123866461472125,0.24999999999999997,0.15345453785910396,0.9158411840063163,0.08415881599368369,3,6,AMD,True,-0.0007885009048786092
2019-07-01,1759.8785000452835,57.6190344409689,150931.53114481783,1570.8122702072485,254.8001146179647,0.0,0.5233028694772327,0.0625,0.0,0.5858028694772327,0.4141971305227673,3,1,AMD,True,0.011797673812973978
2019-07-02,56.27278894289234,0.311107892525263,150987.8039337607,36.319224303433614,12.093872687886,0.0,0.5253641212923141,0.0625,0.0,0.5878641212923141,0.41213587870768587,3,1,AMD,True,0.0003728365339969881
2019-07-03,-0.96151143254583,12.725059363691251,150986.84242232816,-4.469513308870883,0.0,0.0,0.5907002914761088,0.0,0.0,0.5907002914761088,0.4092997085238912,3,0,MSFT,True,-6.368139727150751e-06
2019-07-05,221.0109682978287,0.16801642813941,151207.853390626,221.17898472596812,0.0,-0.0,0.5895875029347772,0.0,0.0,0.5895875029347772,0.41041249706522276,3,0,MSFT,True,0.0014637763446938954
2019-07-08,481.83272042460686,1.5744513296685272,151689.6861110506,483.4071717542754,0.0,-0.0,0.6,0.0,0.0,0.6,0.4,3,0,MSFT,True,0.0031865588302470915
2019-07-09,923.3369798933047,9.480605381940663,152613.0230909439,912.3145459544394,20.503039320805982,0.0,0.6,0.0625,0.0,0.6624999999999999,0.33750000000000013,3,1,MSFT,True,0.006087012265404376
2019-07-10,23.62275893615847,9.538313943183994,152636.64584988006,25.14568301111048,0.0,0.0,0.6,0.0,0.0,0.6,0.4,3,0,MSFT,True,0.00015478861802037294
2019-07-11,-844.8168793286358,19.079580731235005,151791.82897055143,-806.295641689374,-30.463076786902462,-0.0,0.6,0.125,0.0,0.7249999999999999,0.27500000000000013,3,2,QCOM,True,-0.005534823401187177
2019-07-12,1284.1758250650078,9.486989310659466,153076.00479561643,739.9176336085379,549.5115853272729,0.0,0.6,0.1875,0.0,0.7874999999999999,0.21250000000000013,3,3,QCOM,True,0.008460111679095361
2019-07-15,1193.4525579977935,28.701750899178077,154269.45735361424,1303.3692568110257,-81.21494791405406,0.0,0.6,0.125,0.0,0.7249999999999999,0.27500000000000013,3,2,MSFT,True,0.007796470515357805
2019-07-16,-831.9454151613896,0.0,153437.51193845287,-788.3424982440075,-49.170384210320506,-0.0,0.6,0.125,0.0,0.7249999999999999,0.27500000000000013,3,2,MSFT,True,-0.005392807036680088
2019-07-17,-611.4554898025747,38.35937798461321,152826.05644865028,-374.577076542025,-198.51903527593655,-0.0,0.6,0.25,0.0,0.8499999999999999,0.15000000000000013,3,4,AMD,True,-0.0039850456519905176
2019-07-18,-1266.4382341375351,85.32788151716305,151559.61821451274,-1070.3299996058352,-147.09188800942172,39.319527183221965,0.6,0.25,0.22499999999999998,1.075,-0.07499999999999996,3,9,MSFT,True,-0.008286795220441089
2019-07-19,-470.74287912128426,67.78082925704598,151088.87533539147,-151.96686493840235,-250.99518492583593,-0.0,0.6,0.25,0.0,0.8500000000000001,0.1499999999999999,3,5,AMD,True,-0.0031059914551579927
2019-07-22,1758.505094984102,71.76721578431095,152847.38043037558,1098.9844911680955,461.2201800091975,270.06763959112,0.6,0.25,0.22499999999999998,1.0749999999999997,-0.07499999999999973,3,8,MSFT,True,0.011638878713475902
2019-07-23,455.2837468556079,38.21184510759389,153302.66417723117,47.78666862938358,221.13479669914582,224.3234914181723,0.6,0.1875,0.22499999999999998,1.0124999999999997,-0.012499999999999734,3,3,MSFT,True,0.0029786820393889373
2019-07-24,1787.5954255068837,44.07451595095396,155090.25960273805,1611.3591934688127,209.24849854039576,0.0,0.6,0.125,0.0,0.7249999999999999,0.27500000000000013,3,2,MSFT,True,0.011660563337896519
2019-07-25,-736.2077681434881,19.386282450342254,154354.05183459457,-733.0953849169484,0.0,-0.0,0.6,0.0,0.0,0.6,0.4,3,0,MSFT,True,-0.00474696328466582
2019-07-26,444.300612023648,19.294256479324318,154798.35244661823,521.3718645926359,-52.210858631684744,0.0,0.6,0.125,0.0,0.7249999999999999,0.27500000000000013,3,2,AMD,True,0.0028784512407860822
2019-07-29,-797.5655036543167,9.674897027913639,154000.78694296392,-660.3784131260778,-131.82624594556373,-0.0,0.6,0.1875,0.0,0.7874999999999999,0.21250000000000013,3,3,AMD,True,-0.005152286772104728
2019-07-30,175.55553700511786,9.625049183935246,154176.34247996905,142.51580455092875,42.66478163812434,-0.0,0.6,0.125,0.0,0.7249999999999999,0.27500000000000013,3,2,AMD,True,0.0011399651942696695
2019-07-31,-4910.772475455767,28.908064214994194,149265.57000451328,-4690.90250694901,-197.78520819773505,-0.0,0.6,0.0625,0.0,0.6625,0.3375,3,1,MSFT,True,-0.03185166022532793
2019-08-01,-1235.7394296802825,9.329098125282076,148029.830574833,-985.1570235650945,-252.01718153160175,-0.0,0.6,0.125,0.0,0.7249999999999999,0.27500000000000013,3,2,AMD,True,-0.008278797512667642
2019-08-02,-982.0295252298762,9.251864410927062,147047.80104960312,-684.8636606774667,-287.91400014148246,-0.0,0.6,0.1875,0.0,0.7874999999999999,0.21250000000000013,3,3,AMD,True,-0.006633997495075388
2019-08-05,-4218.868409524006,9.190487565600195,142828.93264007912,-3428.905518413354,-775.4718208620449,-0.0,0.6,0.125,0.0,0.7249999999999999,0.27500000000000013,3,2,AMD,True,-0.028690455616543833
2019-08-06,1191.5032534596373,21.5680725336715,144020.43589353876,1115.587834402341,91.84735991428705,0.0,0.5739936728154242,0.125,0.0,0.6989936728154242,0.30100632718457576,3,2,MSFT,True,0.008342170115225594
2019-08-07,823.0520187313115,9.913930508551296,144843.48791227007,922.0210386243216,-103.01890979509285,0.0,0.567656702235223,0.0625,0.0,0.630156702235223,0.369843297764777,3,1,MSFT,True,0.005714827993853033
2019-08-08,6015.653214849276,1.6219274198926699,150859.14112711934,5787.327423524411,222.71520391720333,0.0,0.5564589090636374,0.0625,0.0,0.6189589090636374,0.3810410909363626,3,1,MSFT,True,0.041532093030602
2019-08-09,12.18285291089758,33.65259164682597,150871.32398003023,57.77676051154244,0.0,-0.0,0.3958859723135263,0.0,0.0,0.3958859723135263,0.6041140276864737,3,0,MSFT,True,8.075647799580053e-05
2019-08-12,-1768.60724540167,0.17324635671516816,149102.71673462854,-1780.3551413376,0.0,-0.0,0.3970342777180583,0.0,0.0,0.3970342777180583,0.6029657222819417,3,0,MSFT,True,-0.011722620301494591
2019-08-13,1181.813436155789,9.834750527588747,150284.53017078433,863.2672757465416,317.6193281683351,0.0,0.3866555788659267,0.0625,0.0,0.4491555788659267,0.5508444211340733,3,1,QCOM,True,0.007926169703930803
2019-08-14,-2050.17806159922,9.966155881157906,148234.3521091851,-2040.211905718062,0.0,-0.0,0.38284033091703734,0.0,0.0,0.38284033091703734,0.6171596690829626,3,0,MSFT,True,-0.013641976717559581
2019-08-15,-242.7333664454543,56.548816396011645,147991.61874273964,-308.77321481268734,128.84534895445395,-21.337895220054243,0.36545478272728477,0.25,0.12568735213055415,0.7411421348578389,0.25885786514216114,3,4,MSFT,True,-0.0016374974018617762
