date,net_pnl,transaction_cost,portfolio_value,invested_weight,cash_weight,corr_scale,regime,stop_active,in_regime,n_long,leader,daily_return
2018-10-29,-248.7735279478429,0.6020643655927316,129697.29107624096,0.25297665533554736,0.7470233446644526,0.4,Crisis,False,True,4,USMV,-0.0019144367988795847
2018-10-30,507.62031561725894,0.24258306053350173,130204.91139185822,0.2542668051330358,0.7457331948669642,0.4,Crisis,False,True,4,USMV,0.0039138852585507014
2018-10-31,405.75651996087373,1.4245221888665494,130610.6679118191,0.24332618719751584,0.7566738128024841,0.4,Crisis,False,True,4,USMV,0.0031162919710434663
2018-11-01,88.32079442850271,41.675388825332575,130698.9887062476,0.23683020743569327,0.7631697925643067,0.4,Crisis,False,True,1,USMV,0.0006762142468188884
2018-11-02,-64.7680821192928,0.08261737660695885,130634.22062412831,0.2374623269143883,0.7625376730856117,0.4,Crisis,False,True,1,USMV,-0.0004955515169659211
2018-11-05,259.47414952778854,0.04356434672682668,130893.6947736561,0.23779581033487865,0.7622041896651214,0.4,Crisis,False,True,1,USMV,0.0019862647649911674
2018-11-06,190.78870228202723,0.36325117363013804,131084.48347593812,0.23502064859574157,0.7649793514042584,0.4,Crisis,False,True,1,USMV,0.0014575851236527683
2018-11-07,511.09243537727525,0.18803840854503648,131595.5759113154,0.23358616601199966,0.7664138339880003,0.4,Crisis,False,True,1,USMV,0.003898954489690547
2018-11-08,37.2474243849815,3.2808156696196358,131632.82333570038,0.25851721439185277,0.7414827856081472,0.4,Crisis,False,True,1,USMV,0.00028304465501243907
2018-11-09,1.6139749254051454,1.9535954166449134,131634.43731062577,0.2733584627001315,0.7266415372998685,0.4,Crisis,False,True,1,USMV,1.2261188999107461e-05
2018-11-12,-440.06340699957804,1.5797271793405265,131194.3739036262,0.28535932821538224,0.7146406717846178,0.4,Crisis,False,True,1,USMV,-0.0033430720409518195
2018-11-13,-63.64728854028576,0.49368970990174244,131130.7266150859,0.28159628796287567,0.7184037120371243,0.4,Crisis,False,True,1,USMV,-0.000485137332085904
2018-11-14,-213.57754752708374,3.3079960061205287,130917.14906755883,0.30682299181414496,0.693177008185855,0.4,Crisis,False,True,1,USMV,-0.0016287376196275326
2018-11-15,271.88908027736176,0.11373977864890669,131189.0381478362,0.30595419976162164,0.6940458002383784,0.4,Crisis,False,True,1,USMV,0.0020768026359713606
2018-11-16,239.80896970072993,1.2611783089990636,131428.84711753693,0.31556764252181513,0.6844323574781849,0.4,Crisis,False,True,1,USMV,0.0018279649968200129
2018-11-19,-408.3320714390666,0.12135844797804946,131020.51504609786,0.3146442649632376,0.6853557350367624,0.4,Crisis,False,True,1,USMV,-0.0031068679395315313
2018-11-20,-501.97733215498704,0.718398340927767,130518.53771394287,0.30916116683410105,0.690838833165899,0.4,Crisis,False,True,1,USMV,-0.003831288038963767
2018-11-21,-9.625507640065432,0.9340341823522362,130508.9122063028,0.3020048333452954,0.6979951666547046,0.4,Crisis,False,True,1,USMV,-7.374820319517854e-05
2018-11-23,-119.62706503535811,8.838941390289405,130389.28514126745,0.369731559749368,0.630268440250632,0.4,Crisis,False,True,1,USMV,-0.0009166198921822049
2018-11-26,437.6051430912661,4.747888736508004,130826.89028435871,0.4061447414871466,0.5938552585128534,0.4,Crisis,False,True,1,USMV,0.0033561434332364986
2018-11-27,176.78102704428446,5.391215628596774,131003.671311403,0.4473535145220991,0.552646485477901,0.4,Crisis,False,True,1,USMV,0.0013512591078182945
2018-11-28,1024.2659891065189,1.888081067720707,132027.9373005095,0.4617659431878014,0.5382340568121986,0.4,Crisis,False,True,1,USMV,0.007818605225740443
2018-11-29,-28.03974668516254,1.0349578100560093,131999.89755382435,0.45392701279763453,0.5460729872023655,0.4,Crisis,False,True,1,USMV,-0.00021237737450476954
2018-11-30,299.5234457254096,2.6638661479272945,132299.42099954977,0.4741078326110823,0.5258921673889176,0.4,Crisis,False,True,1,USMV,0.002269118774151137
2018-12-03,589.6122512746401,48.11762689971261,132889.0332508244,0.47275137048686533,0.5272486295131347,0.4,Crisis,False,True,2,USMV,0.0044566502772271895
2018-12-04,-1405.253850357907,1.4119999509035965,131483.7794004665,0.46212596433887654,0.5378740356611235,0.4,Crisis,False,True,2,USMV,-0.010574641232474985
2018-12-06,-23.735117746262812,9.860181580022832,131460.04428272025,0.38713434465025165,0.6128656553497484,0.4,Crisis,False,True,2,USMV,-0.00018051745891766328
2018-12-07,-914.5674253650251,0.4844668649682638,130545.47685735523,0.3908196230754313,0.6091803769245687,0.4,Crisis,False,True,2,USMV,-0.006956999218699033
2018-12-10,169.8245299506438,0.16803026120908943,130715.30138730587,0.38953248341150637,0.6104675165884936,0.4,Crisis,False,True,2,USMV,0.0013008840600138764
2018-12-11,32.319536729916656,0.22793099546650092,130747.62092403579,0.38778876256897743,0.6122112374310226,0.4,Crisis,False,True,2,USMV,0.00024725136527172707
2018-12-12,153.7135777767903,0.09501738169792961,130901.33450181257,0.3873125149244516,0.6126874850755484,0.4,Crisis,False,True,2,USMV,0.001175651049636289
2018-12-13,93.45279268095821,1.3618410715321847,130994.78729449352,0.3977160839691456,0.6022839160308544,0.4,Crisis,False,True,2,USMV,0.000713917799513833
2018-12-14,-895.4758550643646,0.0400895101095286,130099.31143942916,0.39741004499662214,0.6025899550033779,0.4,Crisis,False,True,2,USMV,-0.006835965564425225
2018-12-17,-1032.8823942319184,3.421482729806776,129066.42904519725,0.37111103778473753,0.6288889622152625,0.4,Crisis,False,True,2,USMV,-0.007939184172491193
2018-12-18,-71.19645176683775,3.535979898885727,128995.23259343041,0.343714448872779,0.656285551127221,0.4,Crisis,False,True,2,USMV,-0.0005516264166718811
2018-12-19,-544.6404311631818,0.6495265423817012,128450.59216226723,0.3487497244354728,0.6512502755645272,0.4,Crisis,False,True,2,USMV,-0.004222174883623721
2018-12-20,-615.301652939694,0.35103000134092877,127835.29050932753,0.3460169226987748,0.6539830773012252,0.4,Crisis,False,True,2,USMV,-0.004790181521019417
2018-12-21,-694.6917711118111,0.28220400228817366,127140.59873821572,0.3438093632590943,0.6561906367409057,0.4,Crisis,False,True,2,USMV,-0.005434272244729813
2018-12-24,-1106.051976331078,1.4462447655472093,126034.54676188465,0.33243420237500054,0.6675657976249995,0.4,Crisis,False,True,2,USMV,-0.008699439732924766
2018-12-26,1495.5628307149243,3.5028271431007356,127530.10959259958,0.30464160714538796,0.6953583928546121,0.4,Crisis,False,True,2,USMV,0.011866292767652593
2018-12-27,383.60018266809385,8.014695037919209,127913.70977526766,0.24179609510495692,0.7582039048950431,0.4,Crisis,False,True,2,USMV,0.0030079185526737267
2018-12-28,-53.45140713275155,0.6064861914282553,127860.2583681349,0.2370547253761468,0.7629452746238532,0.4,Crisis,False,True,2,USMV,-0.0004178708226558407
2018-12-31,309.2656666068917,1.3967506629402409,128169.5240347418,0.24797876604966648,0.7520212339503335,0.4,Crisis,False,True,2,USMV,0.0024187786772372605
2019-01-02,-48.75716812220195,31.783320415308346,128120.7668666196,0.0,1.0,0.4,Crisis,False,False,0,,-0.0003804115564085716
2019-01-03,33.93927599116451,0.0,128154.70614261077,0.0,1.0,0.4,Crisis,False,False,0,,0.00026490066225171027
2019-01-04,16.96963799560094,0.0,128171.67578060637,0.0,1.0,0.4,Crisis,False,False,0,,0.00013241525423746126
2019-01-07,0.0,0.0,128171.67578060637,0.0,1.0,0.4,Crisis,False,False,0,,0.0
2019-01-08,0.0,0.0,128171.67578060637,0.0,1.0,0.4,Crisis,False,False,0,,0.0
2019-01-09,0.0,0.0,128171.67578060637,0.0,1.0,0.4,Crisis,False,False,0,,0.0
2019-01-10,16.969637995581785,0.0,128188.64541860195,0.0,1.0,0.4,Crisis,False,False,0,,0.00013239772275919215
2019-01-11,33.93927599114843,0.0,128222.5846945931,0.0,1.0,0.4,Crisis,False,False,0,,0.000264760391845309
2019-01-14,-16.969637995585263,0.0,128205.61505659751,0.0,1.0,0.4,Crisis,False,False,0,,-0.000132345156167335
2019-01-15,33.93927599114511,0.0,128239.55433258865,0.0,1.0,0.4,Crisis,False,False,0,,0.0002647253474519218
2019-01-16,0.0,0.0,128239.55433258865,0.0,1.0,0.4,Crisis,False,False,0,,0.0
2019-01-17,33.93927599118434,0.0,128273.49360857984,0.0,1.0,0.4,Crisis,False,False,0,,0.00026465528648955683
