date,net_pnl,transaction_cost,portfolio_value,invested_weight,cash_weight,regime_scale,stop_active,n_held,holdings,daily_return
2023-11-16,5876.332243618359,0.0,395282.4652717326,0.6,0.4,0.6,False,5,"META,NVDA,ORCL,ADBE,INTC",0.015090497414415663
2023-11-17,1096.4681111061805,0.0,396378.9333828388,0.6,0.4,0.6,False,5,"META,NVDA,ORCL,ADBE,INTC",0.0027738850251109053
2023-11-20,4195.6227183608435,0.0,400574.55610119965,0.6,0.4,0.6,False,5,"META,NVDA,ORCL,ADBE,INTC",0.010584878168357504
2023-11-21,-2815.785901314511,0.0,397758.7701998851,0.6,0.4,0.6,False,5,"META,NVDA,ORCL,ADBE,INTC",-0.0070293678378392606
2023-11-22,842.2779903989108,0.0,398601.04819028405,0.6,0.4,0.6,False,5,"META,NVDA,ORCL,ADBE,INTC",0.0021175598214355955
2023-11-24,-581.2308378869894,0.0,398019.8173523971,0.6,0.4,0.6,False,5,"META,NVDA,ORCL,ADBE,INTC",-0.0014581768927248821
2023-11-27,-3.944734209708078,0.0,398015.8726181874,0.6,0.4,0.6,False,5,"META,NVDA,ORCL,ADBE,INTC",-9.910898999824187e-06
2023-11-28,918.4569018012131,0.0,398934.3295199886,0.6,0.4,0.6,False,5,"META,NVDA,ORCL,ADBE,INTC",0.0023075886289647537
2023-11-29,-204.3246887108425,0.0,398730.00483127777,0.6,0.4,0.6,False,5,"META,NVDA,ORCL,ADBE,INTC",-0.0005121762495513809
2023-11-30,-2380.8512582954327,0.0,396349.15357298235,0.6,0.4,0.6,False,5,"META,NVDA,ORCL,ADBE,INTC",-0.005971086272533936
2023-12-01,-3625.6931689825124,383.2458427562698,392723.46040399984,1.0,0.0,1.0,False,5,"MSFT,META,NVDA,ADBE,NFLX",-0.009147725272774904
2023-12-04,-7215.723055276657,0.0,385507.73734872317,1.0,0.0,1.0,False,5,"MSFT,META,NVDA,ADBE,NFLX",-0.018373547248371022
2023-12-05,1391.97234390898,0.0,386899.70969263214,1.0,0.0,1.0,False,5,"MSFT,META,NVDA,ADBE,NFLX",0.0036107507296275813
2023-12-06,-4720.997969439938,0.0,382178.7117231922,1.0,0.0,1.0,False,5,"MSFT,META,NVDA,ADBE,NFLX",-0.0122021233181862
2023-12-07,6664.795513966759,0.0,388843.50723715895,1.0,0.0,1.0,False,5,"MSFT,META,NVDA,ADBE,NFLX",0.01743895018096664
2023-12-08,3803.4813339424823,0.0,392646.98857110145,1.0,0.0,1.0,False,5,"MSFT,META,NVDA,ADBE,NFLX",0.009781522034319855
2023-12-11,-337.29280733667235,0.0,392309.6957637648,1.0,0.0,1.0,False,5,"MSFT,META,NVDA,ADBE,NFLX",-0.0008590230338048157
2023-12-12,5749.8621700982985,0.0,398059.5579338631,1.0,0.0,1.0,False,5,"MSFT,META,NVDA,ADBE,NFLX",0.014656436565770387
2023-12-13,3125.4585271899205,0.0,401185.016461053,1.0,0.0,1.0,False,5,"MSFT,META,NVDA,ADBE,NFLX",0.007851735914627152
2023-12-14,-9093.08606998309,0.0,392091.9303910699,1.0,0.0,1.0,False,5,"MSFT,META,NVDA,ADBE,NFLX",-0.022665567498495662
2023-12-15,2623.5736319323664,0.0,394715.5040230023,1.0,0.0,1.0,False,5,"MSFT,META,NVDA,ADBE,NFLX",0.006691220677037733
2023-12-18,8823.484783447027,0.0,403538.98880644934,1.0,0.0,1.0,False,5,"MSFT,META,NVDA,ADBE,NFLX",0.022354036498482294
2023-12-19,3720.6825632215982,0.0,407259.67136967095,1.0,0.0,1.0,False,5,"MSFT,META,NVDA,ADBE,NFLX",0.009220131552161273
2023-12-20,-4601.22446502673,0.0,402658.4469046442,1.0,0.0,1.0,False,5,"MSFT,META,NVDA,ADBE,NFLX",-0.011298011535372928
2023-12-21,3767.539924306315,0.0,406425.9868289505,1.0,0.0,1.0,False,5,"MSFT,META,NVDA,ADBE,NFLX",0.009356664322500919
2023-12-22,-1240.5966364008862,0.0,405185.3901925496,1.0,0.0,1.0,False,5,"MSFT,META,NVDA,ADBE,NFLX",-0.0030524540177176386
2023-12-26,1671.5900160528422,0.0,406856.98020860244,1.0,0.0,1.0,False,5,"MSFT,META,NVDA,ADBE,NFLX",0.004125494295977651
2023-12-27,587.9878712421316,0.0,407444.96807984455,1.0,0.0,1.0,False,5,"MSFT,META,NVDA,ADBE,NFLX",0.0014451954859927936
2023-12-28,178.6207584320892,0.0,407623.5888382766,1.0,0.0,1.0,False,5,"MSFT,META,NVDA,ADBE,NFLX",0.0004383923533866933
2023-12-29,-1506.4323386168312,0.0,406117.1564996598,1.0,0.0,1.0,False,5,"MSFT,META,NVDA,ADBE,NFLX",-0.003695645639424718
2024-01-02,-14013.63061978069,219.54379606145488,392103.52587987913,0.985982093950581,0.014017906049418993,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",-0.034506374319579945
