date,net_pnl,transaction_cost,portfolio_value,weight_trend,weight_mr,invested_weight,cash_weight,trend_pnl,mr_pnl,in_regime,daily_return
2017-01-11,145.27927000297365,0.0,102582.70866454228,0.5,0.0,0.5,0.5,138.33247565912063,0.0,True,0.001418224479681429
2017-01-12,-80.2193394717979,0.0,102502.48932507048,0.5,0.0,0.5,0.5,-80.2193394717979,-0.0,True,-0.0007819966982361981
2017-01-13,187.32506098916835,0.0,102689.81438605965,0.5,0.0,0.5,0.5,187.32506098916835,0.0,True,0.0018275171873640694
2017-01-17,-164.72397174560905,0.0,102525.09041431404,0.5,0.0,0.5,0.5,-164.72397174560905,-0.0,True,-0.0016040926038324854
2017-01-18,95.60896751959523,0.0,102620.69938183363,0.5,0.0,0.5,0.5,102.56076372343252,0.0,True,0.0009325421429352554
2017-01-19,-22.272050391056556,0.0,102598.42733144258,0.5,0.0,0.5,0.5,-22.272050391056556,-0.0,True,-0.0002170327285354601
2017-01-20,118.3421436890725,0.0,102716.76947513166,0.5,0.0,0.5,0.5,111.3844312700192,0.0,True,0.0011534498799554704
2017-01-23,33.092877580630216,0.0,102749.86235271228,0.5,0.0,0.5,0.5,40.05767073733009,0.0,True,0.0003221759966725024
2017-01-24,351.4564914212029,0.0,103101.3188441335,0.5,0.0,0.5,0.5,351.4564914212029,0.0,True,0.003420505715275301
2017-01-25,521.3013105424432,0.0,103622.62015467594,0.5,0.0,0.5,0.5,514.3094945351157,0.0,True,0.0050562040950274945
2017-01-26,66.9976503911737,0.0,103689.61780506712,0.5,0.0,0.5,0.5,52.94522021016982,0.0,True,0.0006465542976153982
2017-01-27,80.35373504639803,0.0,103769.97154011352,0.5,0.0,0.5,0.5,101.4402896434151,0.0,True,0.0007749448473950427
2017-01-30,-375.3606455656075,0.0,103394.6108945479,0.5,0.0,0.5,0.5,-396.4721276367068,-0.0,True,-0.00361723762659516
2017-01-31,-124.59544849720983,0.0,103270.0154460507,0.5,0.0,0.5,0.5,-110.57774094642508,-0.0,True,-0.0012050478010336985
2017-02-01,365.6094937519779,0.0,103635.62493980268,0.5,0.0,0.5,0.5,358.6071873073008,0.0,True,0.003540325739013528
2017-02-02,-44.12279672164437,0.0,103591.50214308104,0.5,0.0,0.5,0.5,-44.12279672164437,-0.0,True,-0.00042574931880107186
2017-02-03,131.62096796375633,0.0,103723.1231110448,0.5,0.0,0.5,0.5,145.66727333908682,0.0,True,0.0012705768836324127
2017-02-06,82.80517711432546,0.0,103805.92828815912,0.5,0.0,0.5,0.5,61.70322612197343,0.0,True,0.0007983289996549292
2017-02-07,189.44295545330414,0.0,103995.37124361242,0.5,0.0,0.5,0.5,189.44295545330414,0.0,True,0.0018249724132076706
2017-02-08,83.55514435169158,0.0,104078.92638796411,0.5,0.0,0.5,0.5,83.55514435169158,0.0,True,0.0008034506089310556
2017-02-09,197.7350201578269,0.0,104276.66140812193,0.5,0.0,0.5,0.5,197.7350201578269,0.0,True,0.0018998564552900055
2017-02-10,159.59156347905744,0.0,104436.25297160099,0.5,0.0,0.5,0.5,166.66020918189133,0.0,True,0.001530462917818609
2017-02-13,293.36026115618904,0.0,104729.61323275718,0.5,0.0,0.5,0.5,293.36026115618904,0.0,True,0.0028089887640450058
2017-02-14,181.75154803671728,0.0,104911.3647807939,0.5,0.0,0.5,0.5,174.65123527516988,0.0,True,0.0017354360665190471
2017-02-15,306.7592786259167,0.0,105218.12405941982,0.5,0.0,0.5,0.5,313.8709492319957,0.0,True,0.002923985206625346
2017-02-16,-17.38424189333329,0.0,105200.73981752648,0.5,0.0,0.5,0.5,-17.38424189333329,-0.0,True,-0.0001652209830648177
2017-02-17,233.16474964278936,0.0,105433.90456716927,0.5,0.0,0.5,0.5,226.03249609583386,0.0,True,0.0022163793719247593
2017-02-21,257.4570457858526,0.0,105691.36161295512,0.5,0.0,0.5,0.5,264.6041380151946,0.0,True,0.002441880975979916
2017-02-22,12.979944524265312,0.0,105704.34155747939,0.5,0.0,0.5,0.5,12.979944524265312,0.0,True,0.00012280989028978784
2017-02-23,-194.67526275217324,0.0,105509.66629472721,0.5,0.0,0.5,0.5,-194.67526275217324,-0.0,True,-0.00184169599738071
2017-02-24,99.68461735042644,0.0,105609.35091207764,0.5,0.0,0.5,0.5,99.68461735042644,0.0,True,0.000944791324350991
2017-02-27,64.95040031493002,0.0,105674.30131239258,0.5,0.0,0.5,0.5,64.95040031493002,0.0,True,0.0006150061500614923
2017-02-28,-142.94686647912505,0.0,105531.35444591346,0.5,0.0,0.5,0.5,-164.43994471215606,-0.0,True,-0.0013527117255930365
2017-03-01,563.7703579375591,0.0,106095.12480385101,0.5,0.0,0.5,0.5,585.2256346614502,0.0,True,0.005342207165800195
2017-03-02,-267.2421279693946,0.0,105827.88267588161,0.5,0.0,0.5,0.5,-267.2421279693946,-0.0,True,-0.0025188916876573986
2017-03-03,109.41746578481795,0.0,105937.30014166643,0.5,0.0,0.5,0.5,95.06792237114166,0.0,True,0.0010339190676235122
2017-03-06,-113.72317317406602,0.0,105823.57696849237,0.5,0.0,0.5,0.5,-120.9034158297324,-0.0,True,-0.001073495105331057
2017-03-07,-107.97892244343711,0.0,105715.59804604894,0.5,0.0,0.5,0.5,-86.46423479736275,-0.0,True,-0.0010203673466413488
2017-03-08,82.19151988194041,0.0,105797.78956593087,0.5,0.0,0.5,0.5,82.19151988194041,0.0,True,0.0007774776986659848
2017-03-09,51.870137064515625,0.0,105849.65970299538,0.5,0.0,0.5,0.5,51.870137064515625,0.0,True,0.0004902761889197249
2017-03-10,234.69260418409112,0.0,106084.35230717948,0.5,0.0,0.5,0.5,220.34010795317906,0.0,True,0.0022172258734002304
2017-03-13,76.17203177506025,0.0,106160.52433895454,0.5,0.0,0.5,0.5,90.55245095727136,0.0,True,0.000718032679829117
2017-03-14,-133.54066931129506,0.0,106026.98366964325,0.5,0.0,0.5,0.5,-133.54066931129506,-0.0,True,-0.0012579126765135396
2017-03-15,342.17943491462836,0.0,106369.16310455787,0.5,0.0,0.5,0.5,327.80289475603524,0.0,True,0.003227286329117729
2017-03-16,-27.19467924216685,0.0,106341.9684253157,0.5,0.0,0.5,0.5,-34.404192804901925,-0.0,True,-0.0002556631870407333
2017-03-17,-43.022076391830026,0.0,106298.94634892387,0.5,0.0,0.5,0.5,-43.022076391830026,-0.0,True,-0.000404563476009423
2017-03-20,106.79553567634663,79.7242097616929,106405.74188460021,0.5,0.75,1.25,-0.25,73.16714259987086,109.75071389980627,True,0.0010046716298183495
2017-03-21,-2014.9550312999431,0.0,104390.78685330026,0.5,0.75,1.25,-0.25,-804.5396139584395,-1206.8094209376593,True,-0.018936525375531088
2017-03-22,867.8518079396023,0.0,105258.63866123986,0.5,0.75,1.25,-0.25,347.14072317584095,520.7110847637614,True,0.008313490434354032
2017-03-23,-214.8602562094884,78.9439789959299,105043.77840503037,0.5,0.0,0.5,0.5,-128.7829999933588,-0.0,True,-0.0020412600708335773
2017-03-24,114.48249654786075,0.0,105158.26090157824,0.5,0.0,0.5,0.5,107.36281521364187,0.0,True,0.0010898550898125192
2017-03-27,85.80845442804888,0.0,105244.06935600628,0.5,0.0,0.5,0.5,85.80845442804888,0.0,True,0.0008159934720521899
2017-03-28,325.80648761941126,0.0,105569.87584362569,0.5,0.0,0.5,0.5,325.80648761941126,0.0,True,0.003095723014256646
2017-03-29,239.32932747319933,0.0,105809.20517109889,0.5,0.0,0.5,0.5,239.32932747319933,0.0,True,0.002267022913124417
2017-03-30,89.54595424330134,0.0,105898.75112534218,0.5,0.0,0.5,0.5,89.54595424330134,0.0,True,0.0008462964455550059
2017-03-31,-49.781561730581316,0.0,105848.96956361161,0.5,0.0,0.5,0.5,-42.604904701212256,-0.0,True,-0.00047008639102513744
2017-04-03,-25.571501746728266,0.0,105823.39806186488,0.5,0.0,0.5,0.5,-25.571501746728266,-0.0,True,-0.00024158479626351648
2017-04-04,85.25894139692566,0.0,105908.6570032618,0.5,0.0,0.5,0.5,85.25894139692566,0.0,True,0.0008056719303899396
2017-04-05,-221.49493903513428,0.0,105687.16206422666,0.5,0.0,0.5,0.5,-221.49493903513428,-0.0,True,-0.002091377091377078
2017-04-06,34.147709875352604,0.0,105721.30977410202,0.5,0.0,0.5,0.5,34.147709875352604,0.0,True,0.0003231017770597422
2017-04-07,-29.86959833785311,0.0,105691.44017576416,0.5,0.0,0.5,0.5,-29.86959833785311,-0.0,True,-0.0002825314820794067
2017-04-10,21.341458722184033,0.0,105712.78163448634,0.5,0.0,0.5,0.5,21.341458722184033,0.0,True,0.00020192230029880687
2017-04-11,-216.1111819922441,0.0,105496.6704524941,0.5,0.0,0.5,0.5,-230.44123236970398,-0.0,True,-0.0020443240509882
2017-04-12,-223.8872476836471,0.0,105272.78320481046,0.5,0.0,0.5,0.5,-209.59036864142814,-0.0,True,-0.0021222209831206484
2017-04-13,-195.7095005057431,0.0,105077.07370430471,0.5,0.0,0.5,0.5,-209.97990625399382,-0.0,True,-0.0018590702605913445
2017-04-17,1005.5456813302768,78.80780527822854,106082.61938563499,0.5,0.75,1.25,-0.25,433.74139464340215,650.6120919651032,True,0.009569601111656029
2017-04-18,-146.88692505883057,79.56196453922624,105935.73246057615,0.5,0.0,0.5,0.5,-81.70124719606879,-0.0,True,-0.0013846464756386006
2017-04-19,86.01472268641056,0.0,106021.74718326256,0.5,0.0,0.5,0.5,86.01472268641056,0.0,True,0.0008119519324456537
2017-04-20,442.6167298912129,0.0,106464.36391315378,0.5,0.0,0.5,0.5,442.6167298912129,0.0,True,0.004174773022049272
2017-04-21,-8.558916626183676,0.0,106455.8049965276,0.5,0.0,0.5,0.5,-8.558916626183676,-0.0,True,-8.039231449469274e-05
2017-04-24,627.5474090999585,0.0,107083.35240562756,0.5,0.0,0.5,0.5,641.9703605965733,0.0,True,0.005894910184751578
2017-04-25,387.08926149647056,0.0,107470.44166712403,0.5,0.0,0.5,0.5,387.08926149647056,0.0,True,0.0036148407086676886
2017-04-26,-61.7279514677762,0.0,107408.71371565625,0.5,0.0,0.5,0.5,-76.2923154286273,-0.0,True,-0.0005743714319046966
2017-04-27,307.84376873352005,0.0,107716.55748438978,0.5,0.0,0.5,0.5,322.39582315915914,0.0,True,0.002866096781947103
2017-04-28,114.93066328380351,0.0,107831.48814767358,0.5,0.0,0.5,0.5,93.03408702326811,0.0,True,0.001066973044515085
2017-05-01,481.76789656822524,0.0,108313.2560442418,0.5,0.0,0.5,0.5,481.76789656822524,0.0,True,0.00446778491926636
2017-05-02,73.68111148703512,0.0,108386.93715572884,0.5,0.0,0.5,0.5,88.35372812808082,0.0,True,0.0006802594084784896
2017-05-03,-172.33632294209426,0.0,108214.60083278675,0.5,0.0,0.5,0.5,-172.33632294209426,-0.0,True,-0.001590010082990756
2017-05-04,35.713373043987744,0.0,108250.31420583073,0.5,0.0,0.5,0.5,21.050147998900012,0.0,True,0.00033002360835920896
2017-05-05,183.1956269368455,0.0,108433.50983276757,0.5,0.0,0.5,0.5,197.85971718417525,0.0,True,0.0016923334429174153
2017-05-08,132.33618708179435,0.0,108565.84601984936,0.5,0.0,0.5,0.5,117.64329957058457,0.0,True,0.0012204362589193218
2017-05-09,188.8904682529119,0.0,108754.73648810227,0.5,0.0,0.5,0.5,188.8904682529119,0.0,True,0.001739870089700002
2017-05-10,36.698227284288315,0.0,108791.43471538655,0.5,0.0,0.5,0.5,29.33201646823319,0.0,True,0.00033744026668947047
2017-05-11,-41.89442187129346,0.0,108749.54029351525,0.5,0.0,0.5,0.5,-41.89442187129346,-0.0,True,-0.0003850893407270073
2017-05-12,114.17578427703049,0.0,108863.71607779228,0.5,0.0,0.5,0.5,121.54064546445717,0.0,True,0.001049896707322806
2017-05-15,179.0036914334127,0.0,109042.7197692257,0.5,0.0,0.5,0.5,171.6300991767121,0.0,True,0.00164429157742052
2017-05-16,229.88920527857897,0.0,109272.60897450428,0.5,0.0,0.5,0.5,229.88920527857897,0.0,True,0.0021082490033732526
2017-05-17,-1374.1519754673013,0.0,107898.45699903698,0.5,0.0,0.5,0.5,-1388.9525455572975,-0.0,True,-0.01257544766582741
2017-05-18,1099.0988469120464,80.92384274927774,108997.55584594903,0.5,0.75,1.25,-0.25,469.0869781800603,703.6304672700905,True,0.010186418577995569
2017-05-19,581.935385913562,0.0,109579.49123186259,0.5,0.75,1.25,-0.25,232.77415436542478,349.1612315481372,True,0.005338976469674572
2017-05-22,1147.0953006467353,0.0,110726.58653250932,0.5,0.75,1.25,-0.25,461.80654748967874,692.7098212345181,True,0.010468156839855748
2017-05-23,-27.855704989379944,83.04493989938199,110698.73082751993,0.5,0.0,0.5,0.5,55.18923491000204,0.0,True,-0.0002515719653400632
2017-05-24,239.4121909793639,0.0,110938.1430184993,0.5,0.0,0.5,0.5,254.40186340015126,0.0,True,0.0021627365480133
2017-05-25,488.75927084919164,0.0,111426.90228934848,0.5,0.0,0.5,0.5,473.7331103428343,0.0,True,0.004405691834662218
2017-05-26,111.97390640416222,0.0,111538.87619575264,0.5,0.0,0.5,0.5,96.88563256673653,0.0,True,0.001004909084822203
2017-05-30,16.103956721635242,0.0,111554.98015247428,0.5,0.0,0.5,0.5,46.30265069639345,0.0,True,0.0001443797648935652
2017-05-31,-9.27093445604353,0.0,111545.70921801824,0.5,0.0,0.5,0.5,-16.825788861603744,-0.0,True,-8.310641482228709e-05
2017-06-01,229.6821149762891,0.0,111775.39133299452,0.5,0.0,0.5,0.5,214.57570798576805,0.0,True,0.00205908516415787
2017-06-02,623.2471187544041,0.0,112398.63845174892,0.5,0.0,0.5,0.5,638.3805321490647,0.0,True,0.005575888496759218
2017-06-05,2.6951355437715083,0.0,112401.3335872927,0.5,0.0,0.5,0.5,-12.526781906355541,-0.0,True,2.3978364692811564e-05
2017-06-06,-236.5792886441627,0.0,112164.75429864854,0.5,0.0,0.5,0.5,-221.36112812598495,-0.0,True,-0.0021047729692675876
2017-06-07,247.964878428299,0.0,112412.71917707684,0.5,0.0,0.5,0.5,217.58439243191822,0.0,True,0.002210720114164122
2017-06-08,43.26743809684802,0.0,112455.9866151737,0.5,0.0,0.5,0.5,58.48302001036291,0.0,True,0.00038489806503738677
2017-06-09,-1387.4476711618559,0.0,111068.53894401183,0.5,0.0,0.5,0.5,-1402.6732312234842,-0.0,True,-0.012337695065623544
2017-06-12,-312.79601816803773,0.5969208633060085,110755.74292584379,0.494625653051879,0.0,0.494625653051879,0.505374346948121,-297.0038644040015,-0.0,True,-0.002816243205699447
2017-06-13,455.4106256711118,0.4878606684311228,111211.1535515149,0.4902208189950322,0.0,0.4902208189950322,0.5097791810049678,440.6098397323562,0.0,True,0.004111846606239017
2017-06-14,-248.93534339731312,0.7857659096010147,110962.21820811759,0.48315528748575753,0.0,0.48315528748575753,0.5168447125142425,-232.58950800051792,-0.0,True,-0.002238402673181535
2017-06-15,-236.85552523793393,0.09093965186899475,110725.36268287966,0.4823357323854942,0.0,0.4823357323854942,0.5176642676145058,-236.76458558606492,-0.0,True,-0.00213456011481038
2017-06-16,-221.227443237278,1.955882438143599,110504.13523964238,0.5,0.0,0.5,0.5,-241.75843380540852,-0.0,True,-0.001997983459949273
2017-06-19,919.3422367396772,0.0,111423.47747638205,0.5,0.0,0.5,0.5,926.8198477316731,0.0,True,0.008319527904959989
2017-06-20,-438.47592165671165,0.0,110985.00155472533,0.5,0.0,0.5,0.5,-438.47592165671165,-0.0,True,-0.003935220220977698
2017-06-21,1274.9619210939343,81.67670053632945,112259.96347581926,0.5,0.7359255700515143,1.2359255700515144,-0.23592557005151438,550.2688864269415,809.9138878507179,True,0.011487695663681784
2017-06-22,-84.37982672540149,82.61497761490446,112175.58364909385,0.5,0.0,0.5,0.5,-16.9576984102401,-0.0,True,-0.0007516466611320149
2017-06-23,200.9361102210058,0.0,112376.51975931486,0.5,0.0,0.5,0.5,216.1134317808878,0.0,True,0.0017912642277803648
2017-06-26,-269.79081834924835,0.0,112106.72894096561,0.5,0.0,0.5,0.5,-262.1865065506701,-0.0,True,-0.002400775704097968
2017-06-27,-1017.2255178008244,0.0,111089.50342316479,0.5,0.0,0.5,0.5,-1017.2255178008244,-0.0,True,-0.009073724007561457
2017-06-28,1763.9577255798201,72.44924570353264,112853.46114874461,0.4937871592765182,0.6583828790353576,1.1521700383118758,-0.1521700383118758,789.9734039262862,1053.297871901715,True,0.015878707449618442
2017-06-29,-1001.3804222480901,77.60265321490282,111852.08072649653,0.4645291593793286,0.0,0.4645291593793286,0.5354708406206714,-907.4255196195038,-0.0,True,-0.008873280553870098
2017-06-30,29.12042573794907,3.031273622822723,111881.20115223447,0.4374284241660529,0.0,0.4374284241660529,0.5625715758339471,15.119678433826031,0.0,True,0.00026034764439612936
2017-07-03,-528.1413106349596,1.9429047432645996,111353.0598415995,0.454794207901436,0.0,0.454794207901436,0.545205792098564,-534.4514540442067,-0.0,True,-0.004720554527443163
2017-07-05,1079.448000207788,65.65847727569951,112432.5078418073,0.4476156576306552,0.5968208768408737,1.044436534471529,-0.044436534471528955,490.18615453348895,653.5815393779855,True,0.009693923110360058
2017-07-06,-492.42223979648145,68.66347861711638,111940.08560201082,0.4337281198400062,0.0,0.4337281198400062,0.5662718801599937,-440.98944253434934,-0.0,True,-0.00437971409914044
2017-07-07,524.5678432116018,0.1526990345576577,112464.65344522242,0.43236400587014057,0.0,0.43236400587014057,0.5676359941298594,524.7205422461595,0.0,True,0.004686148312201923
2017-07-10,303.13933811725144,1.6075731943051044,112767.79278333967,0.41806997530089957,0.0,0.41806997530089957,0.5819300246991004,304.7469113115566,0.0,True,0.0026954187723069807
2017-07-11,144.63567923386185,5.938769043696899,112912.42846257353,0.4707336738367664,0.0,0.4707336738367664,0.5292663261632335,150.57444827755876,0.0,True,0.0012825974124699756
2017-07-12,616.7138112289832,0.27657241217022915,113529.14227380251,0.47318311554957043,0.0,0.47318311554957043,0.5268168844504295,633.0845865032665,0.0,True,0.005461877134574269
2017-07-13,114.49157454493897,1.0055792092063618,113643.63384834745,0.46432566107518386,0.0,0.46432566107518386,0.5356743389248162,115.49715375414533,0.0,True,0.001008477402822399
2017-07-14,444.16394208919354,0.27116340069981837,114087.79779043664,0.4667117463446999,0.0,0.4667117463446999,0.5332882536553001,419.832338899618,0.0,True,0.0039083926397664405
2017-07-17,15.238566748652152,0.2694647835406784,114103.0363571853,0.46434983921037476,0.0,0.46434983921037476,0.5356501607896252,23.774113938608743,0.0,True,0.00013356876934940293
2017-07-18,359.0038921095327,0.4372085525217156,114462.04024929482,0.4681815387556269,0.0,0.4681815387556269,0.531818461244373,359.44110066205445,0.0,True,0.0031463132233021033
2017-07-19,329.90360533935467,3.1884187290717003,114791.94385463417,0.4960372254280593,0.0,0.4960372254280593,0.5039627745719407,333.0920240684264,0.0,True,0.002882209723160925
2017-07-20,75.81882225076016,0.45489459617079103,114867.76267688493,0.5,0.0,0.5,0.5,76.27371684693095,0.0,True,0.0006604890526705664
2017-07-21,-25.40760068058021,0.0,114842.35507620435,0.5,0.0,0.5,0.5,-25.40760068058021,-0.0,True,-0.00022119000221193505
2017-07-24,262.60330510898007,0.0,115104.95838131332,0.5,0.0,0.5,0.5,262.60330510898007,0.0,True,0.002286641587371907
