date,portfolio_value,daily_return
2023-06-07,326309.0140783243,-0.00960137013710649
2023-06-08,330238.5814701307,0.012042472693883921
2023-06-09,332216.7788916976,0.005990206876375526
2023-06-12,337005.6521458886,0.01441490484064989
2023-06-13,339853.8893694355,0.00845160075331286
2023-06-14,344169.38552505954,0.012698092593940835
2023-06-15,347216.46050800267,0.008853416692756078
2023-06-16,345130.3042903574,-0.006008229605800053
2023-06-20,345900.7253113966,0.0022322612980141265
2023-06-21,341979.33560658275,-0.011336749008790337
2023-06-22,343115.00450978783,0.003320869961896067
2023-06-23,342407.61106059625,-0.0020616803109565485
2023-06-26,337670.0304918823,-0.013836084291582895
2023-06-27,342363.0699727448,0.013898300284529652
2023-06-28,343124.3535672231,0.002223614814935937
2023-06-29,341777.8333428685,-0.003924292200060409
2023-06-30,347269.32791694487,0.016067439249541238
2023-07-03,347125.45225982455,-0.0004143056859738925
2023-07-05,349304.4824986403,0.006277356571320336
2023-07-06,347059.6754902195,-0.006426505014660244
2023-07-07,346833.0372650109,-0.000653023791624574
2023-07-10,347368.024802038,0.00154249301406173
2023-07-11,348271.3767625688,0.0026005616407716037
2023-07-12,354415.17390951724,0.017640832858730526
