date,holding,net_pnl,portfolio_value,stop_active,day_ret,in_regime,daily_return
2018-12-14,QQQ,-3223.8856222414697,124469.66484456998,False,-0.025247051322920044,True,-0.025247051322920044
2018-12-17,QQQ,-2710.9947277939423,121758.67011677605,False,-0.021780364968277732,True,-0.02178036496827762
2018-12-18,QQQ,765.2657790168994,122523.93589579295,False,0.006285102968708101,True,0.006285102968708101
2018-12-19,QQQ,-3004.075238906818,119519.86065688613,False,-0.024518272425249177,True,-0.024518272425249177
2018-12-20,QQQ,-1734.0596907510871,117785.80096613504,False,-0.01450854846400107,True,-0.01450854846400107
2018-12-21,QQQ,-3647.2241382933807,114138.57682784165,False,-0.03096488802875319,True,-0.03096488802875319
2018-12-24,QQQ,-2833.111607424306,111305.46522041735,False,-0.024821683309557696,True,-0.024821683309557696
2018-12-26,QQQ,6952.521013621734,118257.98623403908,False,0.06246342890579282,True,0.06246342890579282
2018-12-27,QQQ,455.90301728668067,118713.88925132576,False,0.003855156271513227,True,0.003855156271513227
2018-12-28,QQQ,-65.12900246951435,118648.76024885624,False,-0.0005486215882594125,True,-0.0005486215882594125
2018-12-31,QQQ,1001.3584129689322,119650.11866182517,False,0.008439687114038641,True,0.008439687114038641
2019-01-02,QQQ,480.3263932127523,120130.44505503793,False,0.004014424712526443,True,0.004014424712526443
2019-01-03,QQQ,-3924.0223987888467,116206.42265624908,False,-0.03266467877473567,True,-0.03266467877473567
2019-01-04,QQQ,4974.2275636099175,121180.650219859,False,0.042805100182149225,True,0.042805100182149225
2019-01-07,QQQ,1440.9791796382433,122621.62939949725,False,0.01189116560295611,True,0.01189116560295611
2019-01-08,QQQ,1107.1930419819,123728.82244147915,False,0.009029345372460362,True,0.009029345372460362
2019-01-09,QQQ,1009.4995382776319,124738.32197975677,False,0.008158968285300716,True,0.008158968285300716
2019-01-10,QQQ,358.2095135823879,125096.53149333916,False,0.0028716877692207543,True,0.0028716877692207543
2019-01-11,QQQ,-455.9030172866703,124640.62847605249,False,-0.003644409735780285,True,-0.003644409735780285
2019-01-14,QQQ,-1107.193041981905,123533.43543407058,False,-0.008883082952318655,True,-0.008883082952318655
2019-01-15,QQQ,2417.914216681082,125951.34965075165,False,0.019572953736654686,True,0.019572953736654686
2019-01-16,QQQ,-24.42337592607611,125926.92627482557,False,-0.00019391118867562174,True,-0.00019391118867562174
2019-01-17,QQQ,993.2172876602363,126920.14356248581,False,0.007887251099043091,True,0.007887251099043091
2019-01-18,QQQ,1253.7332975383501,128173.87686002416,False,0.00987812700449009,True,0.00987812700449009
