date,equity,spot,vix,realised_vol,vrp,in_position,book_value,delta,gamma,vega,theta,hedge_shares,delta_pnl,gamma_pnl,vega_pnl,theta_pnl,residual_pnl,interest,costs,action,portfolio_value,daily_return,in_regime
2019-04-10,129014.52541141208,259.02,13.3,10.56041193455397,2.7395880654460303,True,3288.7909793743243,0.0,-82.78440795799263,-404.7658997943951,136.79143862397018,442.6074624923022,0.0,-30.12001764001492,437.0659092758814,153.78897753176352,-23.47629375710153,0.0,2.044663832731067,,129014.52541141208,0.00416575949333664,True
2019-04-11,129285.00847472137,258.97,13.02,10.238974378435737,2.781025621564263,True,3030.2010012757087,0.0,-84.39612999939841,-383.61286792116096,134.15352173428596,444.31731647810653,-0.0,-0.10348050994730255,113.3344519424311,136.79143862397018,-13.562805082433385,34.06773842393576,0.04428008867037473,,129285.00847472137,0.002096531862956885,True
2019-04-12,129641.94097349385,260.67,12.01,10.249972932592003,1.7600270674079965,True,3424.625829985988,0.0,-84.45426807286522,-339.8805828785146,117.10222117360908,597.0817515879445,0.0,-121.95240784912907,387.4489966003725,134.15352173428596,-38.7355011830324,0.0,3.9821105300081463,,129641.94097349385,0.0027608189300794006,True
2019-04-15,129915.82335130576,260.54,12.32,9.939609365906152,2.380390634093848,True,3090.080704423513,0.0,-87.89231077524396,-302.07083960389497,128.3991838669387,591.1591039110725,-0.0,-0.7136385652156613,-105.36298069233969,351.3066635208272,11.694453592772902,17.112188618442296,0.15430866257322245,,129915.82335130576,0.002112606273519946,True
2019-04-16,130093.08484023865,260.71,12.18,9.64014817579462,2.53985182420538,True,3012.9045927841544,0.0,-90.00233918346962,-285.7930319101264,128.12348291873042,606.9494599132181,0.0,-1.2700438907016638,42.28991754454547,128.3991838669387,8.254101783434265,0.0,0.4116703713319375,,130093.08484023865,0.00136443340280068,True
2019-04-17,130106.66035712813,260.08,12.6,9.393584067105456,3.2064159328945436,True,2649.8620541050996,0.0,-91.19207606614833,-276.8165482004084,138.82875892806183,552.0507804502113,-0.0,-17.86096421095929,-120.03307340225307,128.12348291873042,-9.565066371787879,34.33894281122773,1.4278048554738814,,130106.66035712813,0.00010435233284034062,True
2019-04-18,130367.91826634426,260.55,12.09,9.134486107081594,2.9555138929184057,True,2646.914571506792,0.0,-95.40443453353049,-257.43370033396934,134.76112109658126,596.3202179395736,0.0,-10.072164801507252,141.17643958220825,138.82875892806183,-7.521684298840967,0.0,1.153440193785335,,130367.91826634426,0.0020080287088992677,True
2019-04-22,130892.95398016881,260.83,12.42,8.866065808623521,3.553934191376479,True,2288.2929763908564,0.0,-109.46410798734675,-202.72417584481664,160.59128611090082,617.6192370114893,0.0,-3.739853833713666,-84.9531211102099,539.044484386325,75.23974669659844,0.0,0.5555423144527777,,130892.95398016881,0.004027338326841212,True
2019-04-23,130772.75590303217,263.15,12.28,9.265686166703132,3.0143138332968675,True,3834.5152070698314,0.0,-104.5733287654672,-170.5419497091285,154.18633578705268,878.0211493930024,0.0,-294.58980741554586,28.381384618274446,160.59128611090082,-7.728464125953366,0.0,6.852476324319515,,130772.75590303217,-0.0009182929522306704,True
2019-04-24,130799.64271270219,262.54,13.14,9.028523070104999,4.111476929895002,True,3304.8821153438084,0.0,-111.43918575135,-165.91385075866063,187.77171830807416,814.6929506034284,-0.0,-19.455867816812418,-146.6660767498507,154.18633578705268,5.975799375939914,34.50923760469958,1.662618531021476,,130799.64271270219,0.00020559947279807922,True
2019-04-25,131008.64534498597,262.47,13.25,8.754091833064235,4.495908166935765,True,3073.2388957076555,0.0,-120.60383278718558,-150.80421161368494,206.87759559416224,819.2385171610488,-0.0,-0.27302600509075425,-18.250523583452576,187.77171830807416,5.366544374387672,34.50722667529789,0.11930748543786313,,131008.64534498597,0.0015978838164172338,True
2019-04-26,131162.82462562263,263.62,12.73,8.656713155956599,4.073286844043402,True,3839.4320650588684,0.0,-114.79190824454022,-111.2918898805412,184.53437751134308,988.9987787126513,0.0,-79.7492844305233,78.41819003911611,206.87759559416224,-29.61537581878042,-17.276624732306892,4.475220015023346,,131162.82462562263,0.0011768634064619476,True
2019-04-29,131685.6577403721,263.95,13.11,8.407097792313833,4.702902207686167,True,3654.194981167896,0.0,-87.956575929346,-22.010072557372684,152.14544818544982,1219.0728228471437,0.0,-6.250419403914612,-42.29091815460555,553.6031325340292,6.544885890622538,17.29923827825039,6.072804394929927,,131685.6577403721,0.00398613796433378,True
2019-04-30,131418.7079335461,264.03,13.12,8.151835698195539,4.96816430180446,True,3917.6283996489287,-9.381384558082573e-13,-81.79910187124636,-635.4154217860957,134.2070707747362,0.0,0.0,-0.2814610429737952,-0.22010072557372215,152.14544818544982,-86.06470762473215,17.365905016531574,349.894890634681,expire+sell,131418.7079335461,-0.0020271744957396365,True
2019-05-01,130348.74999958373,262.19,14.8,8.355142376826944,6.444857623173057,True,4983.87777064996,0.0,-76.80575326917211,-642.2677354290813,157.19097449695607,-141.44562955657992,1.72617475868717e-12,-138.46951964764207,-1067.4979086006417,134.2070707747362,5.510986472514105,0.0,3.708562961343969,,130348.74999958373,-0.008141595293292725,True
2019-05-02,130747.99728786525,261.57,14.42,8.152630193966747,6.267369806033253,True,4688.153570075687,0.0,-78.48366217945392,-615.213020435855,151.15808364407278,-193.4599200751404,-0.0,-14.762065778335096,244.0617394630514,157.19097449695607,-3.070157282318462,17.18733517925804,1.3605377970939863,,130747.99728786525,0.003062916125262438,True
2019-05-03,131590.1061350073,264.13,12.87,8.772705806821481,4.097294193178518,True,3362.728476861057,2.6645352591003757e-15,-84.77014211286107,-583.8779677559533,134.01733274571976,7.068468268435282,0.0,-257.17526422963505,953.5801816755757,151.15808364407278,-17.395303267743543,17.23770564112862,5.296556321318864,,131590.1061350073,0.006440701690351824,True
2019-05-06,130502.84151528683,263.1,15.44,8.639561296995952,6.800438703004048,True,4440.415087549422,0.0,-79.34490251030492,-580.8381951407533,178.6736703930809,-80.25523814082074,-2.7444713168733143e-15,-44.96632188376477,-1500.5663771328,402.0519982371593,58.5135677745518,0.0,2.2974867156275263,,130502.84151528683,-0.008262510394246414,True
2019-05-07,127857.33219471473,258.81,19.32,10.505397235871424,8.814602764128576,True,7440.321165281092,0.0,-66.60953328162543,-566.7923703222679,225.37714580811985,-354.63918509494533,-0.0,-730.1357601449585,-2253.6521971461234,178.6736703930809,149.50318079045383,17.203116466573796,7.1013309311196995,,127857.33219471473,-0.020271660676922543,True
2019-05-08,128035.09605856187,258.52,19.4,10.194675469335706,9.205324530664292,True,7364.758204937727,0.0,-66.93799915253034,-546.8871545912762,227.73226061280275,-379.5680174389864,-0.0,-2.800930874492745,-45.34338962578046,225.37714580811985,1.1754987130601364,0.0,0.6444601737581489,,128035.09605856187,0.001390329837137605,True
2019-05-09,128395.85631328232,257.57,19.1,9.986856949638948,9.113143050361053,True,7379.499063871317,0.0,-66.91050914103009,-511.03197447343575,218.43880700579436,-455.82271395611644,-0.0,-30.205772117578594,164.0661463773813,227.73226061280275,-15.74387723916277,16.87558930518382,1.964092218191719,,128395.85631328232,0.0028176669196657844,True
2019-05-10,130145.61052205268,258.79,16.04,9.856229943916052,6.183770056083947,True,5106.682194338339,0.0,-76.98748048312513,-475.82349475047545,177.6517491749119,-424.879964024824,0.0,-49.79480090275682,1563.7578418887147,218.43880700579436,-15.688689485248915,33.84181768933846,0.800767425471917,,130145.61052205268,0.013627809019794324,True
2019-05-13,127544.71233917463,252.46,20.55,13.482512574685417,7.067487425314583,True,10370.863190341368,0.0,-54.64863626442514,-352.984756841907,196.80365946040124,-783.7635453310363,-0.0,-1542.4018283651521,-2145.963961324645,532.9552475247358,580.7197184391739,-17.146984258514497,9.060374893656636,,127544.71233917463,-0.019984524813745796,True
2019-05-14,128583.18740345177,254.61,18.06,13.4847075710824,4.575292428917599,True,7662.5778568311625,0.0,-64.59162212952317,-352.20937206261146,181.9961814151615,-723.8613028519325,0.0,-126.30666056615328,878.932044536349,196.80365946040124,73.76466761787594,16.806524224428966,1.525170995760463,,128583.18740345177,0.008142047170999644,True
2019-05-15,129294.98688177305,256.2,16.44,13.297503869405727,3.1424961305942745,True,5815.125411163999,0.0,-73.4322037575475,-347.3551515121106,173.86436438551183,-659.2778828081148,0.0,-81.64703995282119,570.5791827414297,181.9961814151615,25.58464992883887,16.941131410185317,1.654627221522609,,129294.98688177305,0.0055357118818955,True
2019-05-16,129705.67409098831,258.47,15.29,13.34481334684135,1.9451866531586486,True,3903.9771991344887,0.0,-83.9184366024794,-352.2764004052025,176.0108776555618,-508.38188560166424,0.0,-189.1944013711397,399.45842423892793,173.86436438551183,30.459030801764243,0.0,3.9002088397951282,,129705.67409098831,0.0031763583346877677,True
2019-05-17,129562.06887154124,256.91,15.96,13.149404278737538,2.8105957212624624,True,4854.480491935727,0.0,-78.90119098804617,-318.79656648706174,178.05558633549978,-635.4473397460025,-0.0,-102.11195365789725,-236.02518827148626,176.0108776555618,4.6987130111812405,17.08677039799028,3.264438582422195,,129562.06887154124,-0.0011071621997533754,True
2019-05-20,129867.89188167952,255.13,16.31,13.030373634686615,3.2796263653133835,True,5692.614682525897,0.0,-74.87671753658879,-239.56514813172396,172.14206374567172,-800.2522805442685,-0.0,-124.9952667632669,-111.57879827047093,534.1667590064993,-4.63061981502824,17.065604435145094,4.20466845458616,,129867.89188167952,0.0023604362974591897,True
2019-05-21,130204.27758340308,257.39,14.95,13.094563536962433,1.8554364630375666,True,3543.640897146688,0.0,-90.06611021923848,-244.3954266779093,178.31490342279545,-644.1494938934774,0.0,-191.2201612449389,325.8086014591444,172.14206374567172,33.67312738929178,0.0,4.017929625604713,,130204.27758340308,0.0025902145391720754,True
2019-05-22,130442.70089857702,256.62,14.75,12.748831354603476,2.0011686453965236,True,3833.4831521465203,0.0,-91.11873559195648,-218.23798905625137,172.31035077614212,-723.0760000821181,-0.0,-26.700098374491986,48.87908533558169,178.31490342279545,5.658964914248486,34.295871877620876,2.025412001812898,,130442.70089857702,0.001831148097428903,True
2019-05-23,129825.57907838412,253.54,16.92,13.212170843402735,3.707829156597267,True,6689.021062871834,0.0,-68.96188235900507,-164.3991472710023,166.31813116990315,-953.1305167413985,-0.0,-432.1943866597715,-473.57643625206583,172.31035077614212,104.996641663314,17.174812494854834,5.832802215379396,,129825.57907838412,-0.004730980085062231,True
2019-05-24,130144.48909353207,254.22,15.85,12.852057793904176,2.997942206095823,True,5721.777049397073,0.0,-78.37311520980576,-153.96463633527824,169.01356123761698,-945.0569213258268,0.0,-15.943987201402294,175.9070875799728,166.31813116990315,-7.165969457869892,0.0,0.20524694265466456,,130144.48909353207,0.002456449779865144,True
2019-05-28,130318.21597357476,251.85,17.5,12.977129324478817,4.522870675521183,True,7798.469041437359,0.0,-45.78137649960987,-41.76756870974338,112.41674681674249,-1203.1202075000767,-0.0,-220.10697541097983,-254.04164995320914,676.0542449504679,-38.81270808435136,17.133292403055506,6.499323862298485,,130318.21597357476,0.0013348769606205124,True
2019-05-29,130280.57476479957,250.01,17.9,12.898530524901744,5.001469475098254,True,10047.791652253434,0.0,-11.433437526740125,-7.009414545843841,22.712900377880292,-1285.5081023541238,-0.0,-77.49871413853988,-16.707027483897292,112.41674681674249,-53.79243421023541,0.0,2.059779759246031,,130280.57476479957,-0.0002888407310825958,True
2019-05-30,130350.63016246693,250.66,17.3,12.546385716837282,4.753614283162719,True,9193.275883798384,0.0,-2.0666034603890338,-0.6154325491442982,-6.275785160533999,-1298.5518626341486,0.0,-2.4153136775238937,4.20564872750629,22.712900377880292,-5.567733503000095,51.446850637671176,0.3269548951791016,,130350.63016246693,0.0005377271154494156,True
2019-05-31,129998.35151041162,247.41,18.71,13.167592813503552,5.542407186496449,True,5359.3555875951115,2.3314683517128287e-13,-69.36700160620728,-609.4335731576434,203.24473294470633,0.0,-0.0,-10.914249525179585,-0.8677598942934606,-6.275785160533999,2.6234007369568424,0.0,336.8442582122532,expire+sell,129998.35151041162,-0.0027025465977128516,True
2019-06-03,130491.3463319602,246.73,18.86,12.811110489052046,6.048889510947953,True,4847.868528311881,0.0,-71.28578865172345,-560.5775598280976,210.80886502157455,-56.22305691538343,-1.5853984791647394e-13,-16.037650771355445,-91.41503597364564,609.734198834119,9.205547194112626,-17.105046251377942,1.3871914832732553,,130491.3463319602,0.003792315947245717,True
2019-06-04,130724.38169063693,252.01,16.97,14.95058707271871,2.019412927281289,True,4342.653345454721,0.0,-71.53688953173258,-506.95080976257054,181.36627368976912,327.3502394754046,0.0,-993.666865174104,1059.4915880751048,210.80886502157455,-68.27614557863944,34.34434697514221,9.666430642344249,,130724.38169063693,0.001785829982042797,True
2019-06-05,131149.3521273153,254.15,16.09,14.86646544352142,1.2235345564785796,True,4614.16092998325,0.0,-70.4635979336299,-461.4621217816849,164.74093400068196,486.7636280446937,0.0,-163.80516964976354,446.11671259106157,181.36627368976912,-34.65588868222568,0.0,4.051491270488484,,131149.3521273153,0.0032508888639004585,True
2019-06-06,131296.12675369243,255.87,15.93,14.651833519754073,1.2781664802459272,True,5353.142379047848,0.0,-68.0819740792655,-427.9730978127139,160.51238895745752,613.3917993969541,0.0,-104.2297540634252,73.83393948506965,164.74093400068196,-36.09312825005233,51.76267022523858,3.2400350203902866,,131296.12675369243,0.0011191410708200067,True
2019-06-07,131092.8487069218,258.38,16.3,14.708690230273822,1.5913097697261787,True,7074.595045413622,0.0,-61.950143952255104,-387.85924019488743,156.77422713180525,774.8624428647378,0.0,-214.46162244838877,-158.35004619070457,160.51238895745752,30.46002980221141,-17.2667184052886,4.172078485920595,,131092.8487069218,-0.001548241001442352,True
2019-06-10,131638.56047759816,259.6,15.94,14.378309869431055,1.5616901305689446,True,7488.917314687744,0.0,-61.44118975797752,-325.4894757503711,151.2234874549984,872.7204256251028,0.0,-46.10329712927031,139.62932647015995,470.32268139541577,-32.83879971542615,17.24225288793651,2.5403932324590777,,131638.56047759816,0.004162788253205152,True
2019-06-11,131807.8184428483,259.58,15.99,13.940320816002139,2.0496791839978616,True,7302.149904704502,0.0,-62.53936929449864,-313.8343481397397,152.82472427047784,874.8406282811178,-0.0,-0.012288237951643003,-16.274473787518787,151.2234874549984,34.37627604117827,0.0,0.05503622054483616,,131807.8184428483,0.0012857780017956344,True
2019-06-12,131965.2281663635,259.03,15.91,13.540730432954472,2.369269567045528,True,6662.892901401354,0.0,-65.7319709201959,-307.5913253513509,158.9395088920103,848.3983538984564,-0.0,-9.45907960579331,25.106747851179197,152.82472427047784,-10.377734767340513,0.0,0.6849342333340773,,131965.2281663635,0.0011942366194570564,True
2019-06-13,132119.3979567837,260.18,15.82,13.241242806670156,2.578757193329844,True,7534.244177550541,0.0,-62.802694505477284,-276.3955010816198,154.41066679148503,933.0003860095111,0.0,-43.46526577098212,27.68321928162154,158.9395088920103,-38.850631568583424,52.064135257629275,2.2011756714654203,,132119.3979567837,0.0011682607044476434,True
2019-06-14,132436.14480454943,259.87,15.28,12.846218457400575,2.4337815425994247,True,6945.539861815079,0.0,-66.97013513041875,-265.0647605164908,153.301558473092,929.3261392298804,-0.0,-3.0176694709882277,149.25357058407494,154.41066679148503,-1.172371832060378,17.36813434425782,0.09548265106226356,,132436.14480454943,0.002397428785357647,True
2019-06-17,132890.41267023346,260.08,15.35,12.458834035240361,2.8911659647596384,True,6685.372648544529,0.0,-71.43762322967342,-223.5368415943754,165.0475749662541,969.9996560233759,0.0,-1.4766914796254456,-18.554533236154434,459.90467541927603,15.452251805310482,0.0,1.0578368247652319,,132890.41267023346,0.0034300897715986434,True
2019-06-18,132846.36812516715,262.64,15.15,12.671169020868046,2.4788309791319545,True,9207.865504518068,0.0,-55.36495810217937,-158.517233192055,129.5985339829057,1150.8863645456415,0.0,-234.08680379899428,44.70736831887492,165.0475749662541,-14.961876039829292,0.0,4.750808512628784,,132846.36812516715,-0.0003314350838506952,True
2019-06-19,133074.64891063407,263.26,14.33,12.319399227489015,2.010600772510985,True,9708.80258640726,0.0,-49.723432677287725,-121.76618287759,107.05026050496237,1218.997111170751,0.0,-10.641144947239031,129.98413121748513,129.5985339829057,-36.32905612404181,17.461404853480353,1.7930835156526304,,133074.64891063407,0.001718381832251703,True
2019-06-20,132977.46164516,265.84,14.75,12.53727940412157,2.21272059587843,True,12965.681958432688,0.0,-26.25132503497704,-59.97648761199177,67.69149410569325,1324.6829261114588,0.0,-165.48952863654696,-51.14179680858779,107.05026050496237,-2.2857602647368225,17.489111435198055,2.8095517043837765,,132977.46164516,-0.0007303214118516976,True
2019-06-21,133030.3458919239,265.44,15.4,12.169416233092427,3.230583766907573,True,12382.770800306218,0.0,-28.56360977282096,-59.43903158057597,74.82364952181105,1318.890998820834,-0.0,-2.1001060027979244,-38.984716947794674,67.69149410569325,26.431316526815664,0.0,0.153740918002342,,133030.3458919239,0.000397693309149183,True
2019-06-24,133250.6453429786,265.13,15.26,11.807422898465141,3.4525771015348585,True,11769.76195452701,0.0,-17.247533019070836,-20.27525799595555,48.530980726648174,1369.212602030845,-0.0,-1.3724814495840671,8.32146442128067,224.47094856543316,-27.26729539238326,17.48099157583137,1.3341766659070171,,133250.6453429786,0.001656009007400927,True
2019-06-25,133231.63990615238,262.53,16.28,12.066104107683765,4.213895892316236,True,8227.220739791921,0.0,-45.94774473860494,-42.37452740450726,124.49154672148671,1308.5000632320591,-0.0,-58.296661604460446,-20.680763155874686,48.530980726648174,13.034893488547858,0.0,1.5938862810845227,,133231.63990615238,-0.00014262922912899878,True
2019-06-26,133384.01823923562,262.28,16.21,11.704380707785964,4.505619292214037,True,7781.721640323623,0.0,-36.67706502319767,-22.410165883656852,102.13551716438644,1346.8573785452033,-0.0,-1.4358670230814043,2.9662169183155203,124.49154672148671,-7.647812956438031,35.010285088985796,1.0060356660331466,,133384.01823923562,0.0011437098063986628,True
2019-06-27,133411.52995809665,263.2,15.82,11.429494150133001,4.390505849866999,True,8991.973144944597,0.0,-2.9562222062209775,-0.887610558170967,18.7488106186984,1397.980660444784,0.0,-15.52173391781779,8.739964694626185,102.13551716438644,-66.49646430056013,0.0,1.345564779596963,,133411.52995809665,0.0002062594846383714,True
2019-06-28,133073.6432464136,264.62,15.08,11.278137721515053,3.801862278484947,True,4656.9664860521525,-1.8041124150158794e-12,-68.8210006509507,-657.0353407266074,149.84079781880453,0.0,0.0,-2.9804632283120567,0.6568318130465158,18.7488106186984,-6.325029405923001,17.524173119428387,365.5110345999936,expire+sell,133073.6432464136,-0.002532664993716738,True
2019-07-01,133956.11256764934,266.86,14.06,11.419235874925217,2.6407641250747833,True,3752.907925011616,0.0,-71.68086632455753,-589.9075028089852,138.87036142544736,154.07874123398804,-4.041211809635586e-12,-172.6581264331065,670.1760475411393,449.5223934564136,-42.98175352390592,-17.477494516221107,4.111745288570205,,133956.11256764934,0.006631435795303675,True
2019-07-02,134705.9556226824,267.64,12.93,11.129543921105443,1.8004560788945572,True,3139.0957152386695,0.0,-73.73916604854931,-542.630152147546,122.48115145402174,219.32606109826224,0.0,-21.805319535928874,666.5954781741538,138.87036142544736,-49.666892128219274,17.595706366447057,1.7462792688474347,,134705.9556226824,0.005597677035113824,True
2019-07-03,134877.52891289582,269.77,12.57,11.225475057424328,1.3445249425756725,True,3465.8099280922315,0.0,-72.30599871238469,-507.41356995921933,116.64433176892484,377.2666090103709,0.0,-167.27361122283097,195.34685477311626,122.48115145402174,-10.104097718571438,35.38375508869546,4.260762161024956,,134877.52891289582,0.0012736874878347404,True
2019-07-05,134756.61413856217,269.29,13.28,10.905470861009062,2.374529138990937,True,3404.633209146563,0.0,-72.53687652446483,-497.5971243720353,129.53231256533272,340.0011719598131,-0.0,-8.329651051665374,-360.2636346710453,233.2886635378497,15.393368805566183,0.0,1.0035209543344712,,134756.61413856217,-0.0008964782740922272,True
2019-07-08,134793.9554412315,268.02,13.96,10.731098471143188,3.228901528856813,True,2932.8016314251536,0.0,-74.39080607039202,-470.0824744059901,143.55056418370165,239.68079799044096,-0.0,-58.497364073158224,-338.3660445729847,388.5969376959981,48.2965602825783,0.0,2.6887866631271127,,134793.9554412315,0.00027710181728757277,True
2019-07-09,134867.6264966371,268.35,14.09,10.415195730792819,3.674804269207181,True,2937.510461081415,0.0,-74.33135150657766,-454.58598063746575,146.87494422577902,266.31684326698013,0.0,-4.0505793905338505,-61.11072167277825,143.55056418370165,-4.003429439795738,0.0,0.7147782749959285,,134867.6264966371,0.0005465456901569965,True
2019-07-10,135418.0810814977,269.6,13.03,10.259066226637326,2.770933773362673,True,2735.0530586326277,0.0,-75.2102229068656,-409.81466708636515,128.99773862762797,363.02793500899514,0.0,-58.071368364513795,481.8611394757139,146.87494422577902,-35.31125880446655,17.708459361450586,2.607331033364725,,135418.0810814977,0.004081443406096508,True
2019-07-11,135586.39688140122,270.24,12.93,9.989274095509817,2.940725904490183,True,2833.2227378703187,0.0,-75.31015709636415,-389.66237575938294,129.04890066354082,415.1742286371735,0.0,-15.403053651325417,40.98146670863637,128.99773862762797,-20.407952516878026,35.55680217446115,1.4092014390078915,,135586.39688140122,0.0012429344631035288,True
2019-07-12,135863.55068324064,271.44,12.39,9.837673772090225,2.5523262279097754,True,3069.5295980449014,0.0,-76.13847410591113,-361.81278166326786,122.38506409976819,508.90537235934625,0.0,-54.22331310938116,210.41768291006645,129.04890066354082,-23.3410562742053,17.795825814609195,2.544238165194657,,135863.55068324064,0.0020441121544210183,True
2019-07-15,136172.77134675157,271.61,12.68,9.541087054573936,3.138912945426064,True,2846.6166776398004,0.0,-78.39900522663228,-321.47591044733394,130.1045540788804,516.4960426323977,0.0,-1.1002009508306219,-104.92570668234737,367.15519229930453,48.29754904007143,0.0,0.20617019528635028,,136172.77134675157,0.0022759648335104465,True
2019-07-16,136227.40498065823,270.65,12.86,9.351966349239088,3.508033650760911,True,2311.9453428460874,0.0,-79.16643618121115,-306.47603535552867,133.68947137094673,439.94173286456237,-0.0,-36.126261608434895,-57.86566388052002,130.1045540788804,2.722505276666908,17.870442433934695,2.071942393866463,,136227.40498065823,0.00040120821046918387,True
2019-07-17,135903.90974781726,268.85,13.97,9.428652026217616,4.5413479737823845,True,1839.8120909223203,0.0,-77.54876336254846,-300.3492388274844,151.41043569699622,301.0774736656311,-0.0,-128.2496266135556,-340.1883992446372,133.68947137094673,14.986687254820936,0.0,3.7333656085632674,,135903.90974781726,-0.002374670741815188,True
2019-07-18,136166.92074471927,269.83,13.53,9.250650163232205,4.2793498367677945,True,1905.5209535651077,0.0,-79.16556634175947,-277.7570392664394,147.36839739495963,375.26127964897455,0.0,-37.23891616669283,132.15366508409352,151.41043569699622,-16.97812306487748,35.665636989356614,2.0017016368485567,,136166.92074471927,0.0019352717474432346,True
2019-07-19,135990.63960838417,268.38,14.45,9.209033280993248,5.240966719006751,True,1534.6369511283933,0.0,-77.41931366554945,-264.91456881084446,161.15435984592926,262.12754089020433,-0.0,-83.22280161677335,-255.5364761251242,147.36839739495963,18.146027292643453,0.0,3.0362832808078752,,135990.63960838417,-0.0012945958928276546,True
2019-07-22,136652.73799175714,268.88,13.53,8.957829732939777,4.572170267060223,True,1003.361067035506,0.0,-77.8851978746314,-187.8535333319275,142.64159352750423,271.1007320913048,0.0,-9.677414208193682,243.72140330597688,483.4630795377878,-55.16741409758151,0.0,0.24127116501518922,,136652.73799175714,0.004868705561497766,True
2019-07-23,136822.8061129604,270.83,12.61,9.131300941664048,3.478699058335952,True,1340.2904777163974,0.0,-93.6110293518584,-189.77227736086155,151.2864319457473,408.5494319485197,0.0,-148.07923245914122,172.8252506653733,142.64159352750423,24.329405163413668,-17.92637255565795,3.722523138232952,,136822.8061129604,0.001244527725551281,True
2019-07-24,137043.1751925822,272.12,12.07,9.044786424295504,3.0252135757044964,True,1679.7733373815938,0.0,-110.86187358352505,-190.02711905722308,166.64630330073402,521.6944590452589,0.0,-77.88905697221625,102.47702977486507,151.2864319457473,11.671502800006294,35.90207455075299,3.078902477356466,,137043.1751925822,0.0016106165768874359,True
2019-07-25,137028.90224237993,270.83,12.74,8.960891103968835,3.7791088960311647,True,1053.178159126095,0.0,-101.79670129483065,-156.37058409015023,168.9438530209943,380.17609052082133,-0.0,-92.24262191517495,-127.31816976833944,166.64630330073402,6.523814469884627,35.95046568538071,3.8327419747473424,,137028.90224237993,-0.00010414929588575816,True
2019-07-26,137141.73516882875,272.62,12.16,9.060054404735189,3.0999455952648116,True,1597.9367849285127,0.0,-131.74430113817525,-163.10150924298168,200.72622589763876,561.9310150358833,0.0,-163.0834053093872,90.69493877228714,168.9438530209943,39.20118974596596,-17.96864702891258,4.95500275212962,,137141.73516882875,0.0008234242893461197,True
2019-07-29,137779.33719796373,272.2,12.83,8.804452217024364,4.025547782975636,True,738.8458908697531,0.0,-183.0617513445236,-95.3537203416116,308.22934098094794,434.68487461252596,-0.0,-11.619847360387938,-109.2780111927977,602.1786776929163,141.79904860394902,17.98580133363737,3.4636399423237876,,137779.33719796373,0.004649219497989243,True
2019-07-30,137971.96998487896,271.57,13.94,8.58354374366194,5.35645625633806,True,267.2411138256335,0.0,-177.64523507241628,-50.03651535306843,349.8212342649554,246.13241583523137,-0.0,-36.32860455432018,-105.84262957918882,308.22934098094794,31.695199190791357,0.0,5.120519123014989,,137971.96998487896,0.001398125370849046,True
2019-07-31,137155.22949359374,268.51,16.12,9.404971446293134,6.715028553706867,True,5186.636314632926,-5.440092820663267e-13,-71.66750960845064,-684.599645966814,183.61577317439563,0.0,-0.0,-831.6994615620398,-109.07960346968926,349.8212342649554,105.0337521365986,18.092311825957708,348.9087244809987,expire+sell,137155.22949359374,-0.005919611725299978,True
2019-08-01,136027.6523919023,266.34,17.87,9.6447695335679,8.225230466432102,True,6346.379747675466,0.0,-68.20588949744636,-686.9487756952028,210.13506112241134,-142.65139230745694,1.1805001420839376e-12,-168.7375679976191,-1198.0493804419245,183.61577317439563,23.427742222606412,35.96570853380123,3.7993771827168077,,136027.6523919023,-0.008221174692752964,True
2019-08-02,136217.49317025224,264.19,17.61,9.863721386261862,7.746278613738138,True,6459.074331011778,0.0,-68.33869148813213,-644.3531137158847,200.64043071993783,-300.308070257811,-0.0,-157.64086210096957,178.6066816807538,210.13506112241134,-37.094970577477966,0.0,4.165131774770403,,136217.49317025224,0.0013956043128864337,True
2019-08-05,131169.54703346433,256.45,24.59,14.873916279298227,9.716083720701773,True,13804.407379815637,0.0,-49.707687502228886,-550.5980122021899,267.3488235887508,-656.8036516739189,-0.0,-2047.003497097217,-4497.584733736875,601.9212921598134,921.7183536658786,-17.85522259408932,9.142329185416088,,131169.54703346433,-0.037057987335581855,True
2019-08-06,133740.0702758042,259.77,20.17,15.274171417860828,4.895828582139174,True,9068.246394398793,0.0,-60.726033015806145,-543.472002084576,224.8311640828405,-570.3649749556942,0.0,-273.9490073622827,2433.6432139336785,267.3488235887508,128.52983169929075,17.195797985524095,2.245417505109325,,133740.0702758042,0.01959695143022855,True
2019-08-07,134389.91859158102,260.16,19.49,14.82036087428307,4.6696391257169285,True,8230.851394394247,0.0,-63.145310498431286,-524.8908010326456,217.59427076427014,-564.0106526072902,0.0,-4.618214810853081,369.5609614175135,224.8311640828405,25.178749082299873,35.060970055248426,0.16531405021607617,,134389.91859158102,0.0048590397360841475,True
2019-08-08,135297.5584663178,265.07,16.91,16.13444963988737,0.7755503601126286,True,4563.631403764521,0.0,-74.8713791097161,-536.1797562233618,203.7183915734559,-266.0191381986795,0.0,-761.1567300136057,1354.2182666642248,217.59427076427014,87.27187891306005,17.61104948125636,7.898861072429044,,135297.5584663178,0.006753779481741828,True
